| Type   |   Precision |   Recall |     F1 |   Reference |   Predicted |   Correct |
|--------|-------------|----------|--------|-------------|-------------|-----------|
| ALL    |       95.65 |    96.30 |  95.97 |        5682 |        5721 |      5472 |
| LOC    |       95.57 |    97.67 |  96.61 |        1633 |        1669 |      1595 |
| MISC   |       89.89 |    88.46 |  89.17 |         754 |         742 |       667 |
| ORG    |       94.87 |    95.65 |  95.26 |        1701 |        1715 |      1627 |
| PER    |       99.25 |    99.31 |  99.28 |        1594 |        1595 |      1583 |

|   Count | Error   | Type   | Tokens                                    |
|       1 | FP      | MISC   | THIRD                                     |
|       1 | FP      | MISC   | PGA                                       |
|       1 | FP      | MISC   | LPGA Tours                                |
|       1 | FP      | MISC   | ALPINE                                    |
|       1 | FP      | MISC   | Super G standings                         |
|       1 | FP      | LOC    | USA I                                     |
|       1 | FP      | LOC    | Switzerland                               |
|       1 | FP      | LOC    | Germany                                   |
|       1 | FP      | LOC    | Czech Republic                            |
|       1 | FP      | LOC    | Britain                                   |
|       1 | FP      | MISC   | CUP                                       |
|       1 | FP      | LOC    | TEMBAU                                    |
|       1 | FP      | LOC    | DENPASAR                                  |
|       1 | FP      | LOC    | New South Wales                           |
|       1 | FP      | LOC    | Sunderland                                |
|       1 | FP      | LOC    | WALLABY                                   |
|       1 | FP      | LOC    | BARBARIANS                                |
|       1 | FP      | ORG    | ISLANDERS                                 |
|       1 | FP      | PER    | RW                                        |
|       1 | FP      | MISC   | International Boxing Federation           |
|       1 | FP      | LOC    | BALKAN                                    |
|       1 | FP      | LOC    | Balkan                                    |
|       1 | FP      | ORG    | The                                       |
|       1 | FP      | ORG    | Super Peasants                            |
|       1 | FP      | MISC   | European championship                     |
|       1 | FP      | MISC   | 1988                                      |
|       1 | FN      | PER    | Bitar                                     |
|       1 | FN      | MISC   | 1995 World Cup                            |
|       1 | FN      | LOC    | Yorkshire                                 |
|       1 | FN      | PER    | CAMPESE                                   |
|       1 | FN      | LOC    | Twickenham                                |
|       1 | FN      | LOC    | Pontypridd                                |
|       1 | FN      | LOC    | Leicester                                 |
|       1 | FN      | ORG    | REUTER                                    |
|       1 | FN      | MISC   | BRAZILIAN CHAMPIONSHIP                    |
|       1 | FN      | MISC   | AUSTRALIAN                                |
|       1 | FN      | ORG    | ARAB CONTRACTORS                          |
|       1 | FN      | ORG    | NY RANGERS                                |
|       1 | FN      | ORG    | LA LAKERS                                 |
|       1 | FN      | ORG    | NFL                                       |
|       1 | FN      | MISC   | AMERICAN                                  |
|       1 | FN      | ORG    | Nebraska                                  |
|       1 | FN      | ORG    | 1. FC Cologne                             |
|       1 | FN      | PER    | Claude Makelele                           |
|       1 | FN      | PER    | Dundee                                    |
|       1 | FN      | ORG    | Salamanca                                 |
|       1 | FN      | LOC    | Santiago Bernabeu stadium                 |
|       1 | FN      | MISC   | Real Madrid-Barcelona                     |
|       1 | FN      | MISC   | Mercedes                                  |
|       1 | FN      | PER    | EYLES                                     |
|       1 | FN      | MISC   | velvet revolution                         |
|       1 | FN      | MISC   | Democratic Convention                     |
|       1 | FN      | MISC   | Social Democrats                          |
|       1 | FN      | MISC   | Jews                                      |
|       1 | FN      | MISC   | Polish                                    |
|       1 | FN      | MISC   | Nazi                                      |
|       1 | FN      | ORG    | CEFTA                                     |
|       1 | FN      | MISC   | Full Light                                |
|       1 | FN      | ORG    | Department of Transport                   |
|       1 | FN      | LOC    | London Heathrow                           |
|       1 | FN      | MISC   | London-to-Boston                          |
|       1 | FN      | LOC    | Mediterranean                             |
|       1 | FN      | LOC    | Genoa                                     |
|       1 | FN      | MISC   | Conservatives                             |
|       1 | FN      | LOC    | CAN                                       |
|       1 | FN      | LOC    | Vancouver                                 |
|       1 | FN      | LOC    | Prince Rupert                             |
|       1 | FN      | MISC   | Danila                                    |
|       1 | FN      | MISC   | Lula I                                    |
|       1 | FN      | LOC    | Spetses                                   |
|       1 | FN      | MISC   | Mesipia                                   |
|       1 | FN      | LOC    | NYC                                       |
|       1 | FN      | ORG    | Santa Fe                                  |
|       1 | FN      | ORG    | Russ Berrie                               |
|       1 | FN      | MISC   | Chapter Seven                             |
|       1 | FN      | MISC   | Baya                                      |
|       1 | FN      | PER    | Patasse                                   |
|       1 | FN      | PER    | John Paul                                 |
|       1 | FN      | MISC   | Dow ( Jones industrial average )          |
|       1 | FN      | MISC   | ADRs                                      |
|       1 | FN      | LOC    | Buenos Aires                              |
|       1 | FN      | LOC    | Bahia Blanca                              |
|       1 | FN      | LOC    | Quequen                                   |
|       1 | FN      | LOC    | Rosario                                   |
|       1 | FN      | ORG    | Chilean Congress                          |
|       1 | FN      | PER    | Sakakibara                                |
|       1 | FN      | PER    | Yen                                       |
|       1 | FN      | MISC   | Christian-Shi'ite                         |
|       1 | FN      | LOC    | HARTFORD                                  |
|       1 | FN      | ORG    | GeePee                                    |
|       1 | FN      | MISC   | USDA                                      |
|       1 | FN      | LOC    | Outagmie County                           |
|       1 | FN      | LOC    | Henry Hub                                 |
|       1 | FN      | ORG    | CBOT                                      |
|       1 | FN      | LOC    | Minneapolis                               |
|       1 | FN      | ORG    | The Humane Society of the United States   |
|       1 | FN      | ORG    | Glencoe Animal Hospital                   |
|       1 | FN      | MISC   | cocker spaniels                           |
|       1 | FN      | MISC   | chow chows                                |
|       1 | FN      | MISC   | German shepherds                          |
|       1 | FN      | LOC    | Basque country                            |
|       1 | FN      | MISC   | Babri                                     |
|       1 | FN      | MISC   | WORLD WIDE WEB                            |
|       1 | FN      | MISC   | world wide web                            |
|       1 | FN      | MISC   | Royal Clipper                             |
|       1 | FN      | MISC   | TBN                                       |
|       1 | FN      | MISC   | IMC                                       |
|       1 | FN      | MISC   | BTPs                                      |
|       1 | FN      | MISC   | Treasuries                                |
|       1 | FN      | MISC   | Arabian Light                             |
|       1 | FN      | MISC   | Saharan Blend                             |
|       1 | FN      | MISC   | Tia Juana                                 |
|       1 | FN      | MISC   | Isthmus                                   |
|       1 | FN      | MISC   | Minas                                     |
|       1 | FN      | MISC   | Bonny Light                               |
|       1 | FN      | MISC   | Arafat-Netanyahu                          |
|       1 | FN      | MISC   | NYMEX ACCESS                              |
|       1 | FN      | LOC    | N.M.                                      |
|       1 | FN      | MISC   | Algerian                                  |
|       1 | FN      | LOC    | Italia                                    |
|       1 | FN      | ORG    | John Lewis                                |
|       1 | FN      | MISC   | Newsnight                                 |
|       1 | FN      | MISC   | Pro-European                              |
|       1 | FN      | MISC   | Conservative                              |
|       1 | FN      | ORG    | Foreign Affairs                           |
|       1 | FN      | ORG    | National                                  |
|       1 | FN      | ORG    | Lab                                       |
|       1 | FN      | ORG    | Nat                                       |
|       1 | FN      | MISC   | Thai                                      |
|       1 | FN      | ORG    | Commerce Ministry                         |
|       1 | FN      | MISC   | Iran Sabr                                 |
|       1 | FN      | MISC   | Seagramd ace                              |
|       1 | FN      | MISC   | Sangthai Glory                            |
|       1 | FN      | MISC   | Myos Yang                                 |
|       1 | FN      | MISC   | Budisuryana                               |
|       1 | FN      | MISC   | Tong Shun                                 |
|       1 | FN      | ORG    | Indonesian Mines and Energy Ministry      |
|       1 | FN      | MISC   | then-U.S.                                 |
|       1 | FN      | MISC   | World Championships                       |
|       1 | FN      | ORG    | LPGA                                      |
|       1 | FN      | ORG    | PGA                                       |
|       1 | FN      | MISC   | 1993 World Cup                            |
|       1 | FN      | MISC   | Super G                                   |
|       1 | FN      | ORG    | Canada I                                  |
|       1 | FN      | ORG    | USA I                                     |
|       1 | FN      | ORG    | United States III                         |
|       1 | FN      | MISC   | Canada I                                  |
|       1 | FN      | MISC   | German I                                  |
|       1 | FN      | ORG    | Switzerland I                             |
|       1 | FN      | MISC   | Germany III                               |
|       1 | FN      | MISC   | Czech Republic I                          |
|       1 | FN      | MISC   | Austria I                                 |
|       1 | FN      | ORG    | Britain I                                 |
|       1 | FN      | MISC   | Austria III                               |
|       1 | FN      | MISC   | United States I                           |
|       1 | FN      | LOC    | TEMBAU DENPASAR                           |
|       1 | FN      | ORG    | New South Wales                           |
|       1 | FN      | ORG    | Sunderland                                |
|       1 | FN      | ORG    | WALLABY                                   |
|       1 | FN      | ORG    | BARBARIANS                                |
|       1 | FN      | ORG    | NY ISLANDERS                              |
|       1 | FN      | ORG    | International Boxing Federation           |
|       1 | FN      | MISC   | BALKAN                                    |
|       1 | FN      | MISC   | Balkan                                    |
|       1 | FN      | ORG    | The Super Peasants                        |
|       1 | FN      | MISC   | European                                  |
|       1 | FN      | MISC   | 1966 World Cup                            |
