| Type   |   Precision |   Recall |     F1 |   Reference |   Predicted |   Correct |
|--------|-------------|----------|--------|-------------|-------------|-----------|
| ALL    |       93.91 |    95.34 |  94.62 |        1310 |        1330 |      1249 |
| LOC    |       95.11 |    95.75 |  95.43 |         447 |         450 |       428 |
| MISC   |       90.46 |    92.58 |  91.51 |         256 |         262 |       237 |
| ORG    |       90.31 |    96.28 |  93.20 |         242 |         258 |       233 |
| PER    |       97.50 |    96.16 |  96.83 |         365 |         360 |       351 |

|   Count | Error   | Type   | Tokens                              |
|       1 | FP      | MISC   | Algerian Moslem                     |
|       1 | FP      | LOC    | MANTUA                              |
|       1 | FP      | LOC    | Mantua                              |
|       1 | FP      | ORG    | League                              |
|       1 | FP      | LOC    | Viva Italia                         |
|       1 | FP      | LOC    | Po River                            |
|       1 | FP      | MISC   | Conservatives                       |
|       1 | FP      | ORG    | Newsnight                           |
|       1 | FP      | MISC   | Pro-European Conservative           |
|       1 | FP      | ORG    | NZ First                            |
|       1 | FP      | ORG    | Nats                                |
|       1 | FP      | ORG    | National and                        |
|       1 | FP      | ORG    | Nat , Lab                           |
|       1 | FP      | LOC    | Australian Capital Territory        |
|       1 | FP      | ORG    | Labor                               |
|       1 | FP      | ORG    | Canberra Bureau                     |
|       1 | FP      | ORG    | Port Office                         |
|       1 | FP      | ORG    | Business Policy                     |
|       1 | FP      | MISC   | Uruguay Round                       |
|       1 | FP      | LOC    | West                                |
|       1 | FP      | ORG    | wise                                |
|       1 | FN      | MISC   | S.AFRICA                            |
|       1 | FN      | PER    | DURBAN                              |
|       1 | FN      | MISC   | Democratic Convention               |
|       1 | FN      | MISC   | Social Democrats                    |
|       1 | FN      | MISC   | Baya                                |
|       1 | FN      | PER    | Patasse                             |
|       1 | FN      | PER    | John Paul                           |
|       1 | FN      | MISC   | Turkish                             |
|       1 | FN      | ORG    | Haitham Haddadin                    |
|       1 | FN      | MISC   | Christian-Shi'ite                   |
|       1 | FN      | PER    | John Mills                          |
|       1 | FN      | ORG    | U.S. Court of Appeals               |
|       1 | FN      | LOC    | Outagmie County                     |
|       1 | FN      | LOC    | United States                       |
|       1 | FN      | ORG    | Glencoe Animal Hospital             |
|       1 | FN      | MISC   | cocker spaniels                     |
|       1 | FN      | MISC   | German shepherds                    |
|       1 | FN      | LOC    | RAI                                 |
|       1 | FN      | LOC    | N.M.                                |
|       1 | FN      | PER    | Consumer Project                    |
|       1 | FN      | MISC   | Network                             |
|       1 | FN      | MISC   | Algerian                            |
|       1 | FN      | LOC    | Let                                 |
|       1 | FN      | LOC    | League                              |
|       1 | FN      | LOC    | Italia                              |
|       1 | FN      | LOC    | Po                                  |
|       1 | FN      | MISC   | Newsnight                           |
|       1 | FN      | MISC   | Conservative                        |
|       1 | FN      | MISC   | Pro-European                        |
|       1 | FN      | ORG    | Foreign Affairs                     |
|       1 | FN      | LOC    | NZ                                  |
|       1 | FN      | PER    | Nats                                |
|       1 | FN      | ORG    | National                            |
|       1 | FN      | PER    | Lab                                 |
|       1 | FN      | PER    | Nat                                 |
|       1 | FN      | MISC   | Australian Capital Territory        |
|       1 | FN      | LOC    | Canberra                            |
|       1 | FN      | MISC   | then-U.S.                           |
|       1 | FN      | LOC    | Uruguay                             |
